Epoch [1/100], Loss: 0.6870
Validation Loss: 1.4825, Accuracy: 50.00%
Epoch [49/100], Loss: 0.1782
Validation Loss: 0.5807, Accuracy: 81.25%
Epoch [50/100], Loss: 0.1998
Validation Loss: 0.9746, Accuracy: 56.25%
Epoch [51/100], Loss: 0.1733
Validation Loss: 0.7319, Accuracy: 68.75%
Epoch [52/100], Loss: 0.1705
Validation Loss: 0.7792, Accuracy: 62.50%
Epoch [53/100], Loss: 0.1790
Validation Loss: 1.1341, Accuracy: 56.25%
Epoch [54/100], Loss: 0.1782
Validation Loss: 1.0207, Accuracy: 62.50%
Epoch [55/100], Loss: 0.1653
Validation Loss: 1.0826, Accuracy: 56.25%
Epoch [56/100], Loss: 0.1756
Validation Loss: 0.8709, Accuracy: 56.25%
Epoch [57/100], Loss: 0.1670
Validation Loss: 1.0788, Accuracy: 56.25%
Epoch [58/100], Loss: 0.1607
Validation Loss: 0.4906, Accuracy: 75.00%
Epoch [59/100], Loss: 0.1671
Validation Loss: 0.8776, Accuracy: 68.75%
Epoch [60/100], Loss: 0.1577
Validation Loss: 0.8644, Accuracy: 68.75%
Epoch [61/100], Loss: 0.1669
Validation Loss: 0.4548, Accuracy: 75.00%
Epoch [62/100], Loss: 0.1733
Validation Loss: 0.3109, Accuracy: 87.50%
Epoch [63/100], Loss: 0.1582
Validation Loss: 0.4889, Accuracy: 75.00%
Epoch [64/100], Loss: 0.1653
Validation Loss: 0.5793, Accuracy: 75.00%
Epoch [65/100], Loss: 0.1480
Validation Loss: 1.0199, Accuracy: 62.50%
Epoch [66/100], Loss: 0.1445
Validation Loss: 0.9276, Accuracy: 68.75%
Epoch [67/100], Loss: 0.1476
Validation Loss: 0.7373, Accuracy: 68.75%
Epoch [68/100], Loss: 0.1579
Validation Loss: 0.5720, Accuracy: 75.00%
Epoch [69/100], Loss: 0.1590
Validation Loss: 0.5807, Accuracy: 75.00%
Epoch [70/100], Loss: 0.1623
Validation Loss: 0.9021, Accuracy: 62.50%
Epoch [71/100], Loss: 0.1436
Validation Loss: 0.7216, Accuracy: 68.75%
Epoch [72/100], Loss: 0.1436
Validation Loss: 0.7128, Accuracy: 68.75%
Epoch [73/100], Loss: 0.1479
Validation Loss: 0.9858, Accuracy: 62.50%
Epoch [74/100], Loss: 0.1337
Validation Loss: 0.9004, Accuracy: 68.75%
Epoch [75/100], Loss: 0.1457
Validation Loss: 0.8231, Accuracy: 62.50%
Epoch [76/100], Loss: 0.1305
Validation Loss: 0.7219, Accuracy: 62.50%
Epoch [77/100], Loss: 0.1414
Validation Loss: 0.9345, Accuracy: 56.25%
Epoch [78/100], Loss: 0.1428
Validation Loss: 0.7188, Accuracy: 56.25%
Epoch [79/100], Loss: 0.1312
Validation Loss: 0.7295, Accuracy: 68.75%
Epoch [80/100], Loss: 0.1439
Validation Loss: 0.6850, Accuracy: 56.25%
Epoch [81/100], Loss: 0.1423
Validation Loss: 0.4804, Accuracy: 68.75%
Epoch [82/100], Loss: 0.1435
Validation Loss: 0.9133, Accuracy: 68.75%
Epoch [83/100], Loss: 0.1438
Validation Loss: 0.5155, Accuracy: 68.75%
Epoch [84/100], Loss: 0.1297
Validation Loss: 0.8507, Accuracy: 68.75%
Epoch [85/100], Loss: 0.1269
Validation Loss: 0.4480, Accuracy: 75.00%
Epoch [86/100], Loss: 0.1259
Validation Loss: 0.2138, Accuracy: 93.75%
Epoch [87/100], Loss: 0.1322
Validation Loss: 0.3925, Accuracy: 75.00%
Epoch [88/100], Loss: 0.1387
Validation Loss: 0.5469, Accuracy: 68.75%
Epoch [89/100], Loss: 0.1228
Validation Loss: 0.1957, Accuracy: 87.50%
Epoch [90/100], Loss: 0.1257
Validation Loss: 0.7341, Accuracy: 68.75%
Epoch [91/100], Loss: 0.1398
Validation Loss: 0.4832, Accuracy: 75.00%
Epoch [92/100], Loss: 0.1257
Validation Loss: 0.5539, Accuracy: 75.00%
Epoch [93/100], Loss: 0.1229
Validation Loss: 0.6336, Accuracy: 75.00%
Epoch [94/100], Loss: 0.1256
Validation Loss: 0.3550, Accuracy: 75.00%
Epoch [95/100], Loss: 0.1291
Validation Loss: 0.4582, Accuracy: 68.75%
Epoch [96/100], Loss: 0.1163
Validation Loss: 0.4732, Accuracy: 75.00%
Epoch [97/100], Loss: 0.1144
Validation Loss: 0.3948, Accuracy: 75.00%
Epoch [98/100], Loss: 0.1140
Validation Loss: 0.5715, Accuracy: 75.00%
Epoch [99/100], Loss: 0.1063
Validation Loss: 0.1863, Accuracy: 87.50%
Epoch [100/100], Loss: 0.1168
Validation Loss: 0.2939, Accuracy: 87.50%
Finished Training
Test Loss: 0.3751, Test Accuracy: 88.94%
